Mod:Item:MetaData, Localized Name
ceramics:porcelain_barrel_extension:14, Red Porcelain Barrel Extension
ceramics:porcelain_barrel_extension:15, Black Porcelain Barrel Extension
ceramics:faucet, Porcelain Faucet
ceramics:channel, Porcelain Channel
dynamictrees:dendropotion:0, Biochar Base Potion
dynamictrees:dendropotion:1, Potion of Depletion
dynamictrees:dendropotion:2, Potion of Gigas
dynamictrees:dendropotion:3, Potion of Burgeoning
dynamictrees:dendropotion:4, Potion of Fertility
dynamictrees:dendropotion:5, Potion of Persistance
dynamictrees:dendropotion:6, Potion of Transformation
dynamictrees:dirtbucket, Dirt Bucket
dynamictrees:staff, Woodland Staff
dynamictrees:appleseed, Apple Pip
dynamictrees:oakbranch, Oak Tree
dynamictrees:oakbranchx, tile.dynamictrees:oakbranchx.name
dynamictrees:oakseed, Oak Acorn
dynamictrees:sprucebranch, Spruce Tree
dynamictrees:sprucebranchx, tile.dynamictrees:sprucebranchx.name
dynamictrees:spruceseed, Spruce Cone
dynamictrees:birchbranch, Birch Tree
dynamictrees:birchseed, Birch Catkin
dynamictrees:junglebranch, Jungle Tree
dynamictrees:junglebranchx, tile.dynamictrees:junglebranchx.name
dynamictrees:jungleseed, Jungle Pod
dynamictrees:acaciabranch, Acacia Tree
dynamictrees:acaciaseed, Acacia Seed
dynamictrees:darkoakbranch, Dark Oak Tree
dynamictrees:darkoakbranchx, tile.dynamictrees:darkoakbranchx.name
dynamictrees:darkoakseed, Dark Oak Acorn
dynamictrees:cactusbranch, Cactus
dynamictrees:cactusseed, Cactus Seed
dynamictreesquark:blossomingbranch, Blossoming Tree
dynamictreesquark:blossomingseed, Blossoming Tree Stone
dynamictreesquark:swampoakbranch, Swamp Oak Tree
dynamictreesquark:swampoakseed, Swamp Oak Acorn
dynamictreesttf:minerstreecorebranch, Minewood Core
dynamictreesttf:sortingtreecorebranch, Sortingwood Engine
dynamictreesttf:treeoftimecorebranch, Timewood Clock
dynamictreesttf:treeoftransformationcorebranch, Heart of Transformation
dynamictreesttf:sicklytwilightoakseed, Sickly Twilight Oak Acorn
dynamictreesttf:twilightoakbranch, Twilight Oak Tree
dynamictreesttf:twilightoakbranchx, tile.dynamictreesttf:twilightoakbranchx.name
dynamictreesttf:robusttwilightoakseed, Robust Twilight Oak Acorn
dynamictreesttf:canopybranch, Canopy Tree
dynamictreesttf:canopyseed, Canopy Seed
dynamictreesttf:mangrovebranch, Mangrove Tree
dynamictreesttf:mangroveseed, Mangrove Propagule
dynamictreesttf:darkwoodbranch, Darkwood Tree
dynamictreesttf:darkwoodseed, Darkwood Seed
dynamictreesttf:treeoftimebranch, Tree of Time
dynamictreesttf:treeoftimebranchx, tile.dynamictreesttf:treeoftimebranchx.name
dynamictreesttf:treeoftimeseed, Seed of Time
dynamictreesttf:treeoftransformationbranch, Tree of Transformation
dynamictreesttf:treeoftransformationseed, Seed of Transformation
dynamictreesttf:minerstreebranch, Miner's Tree
dynamictreesttf:minerstreeseed, Miner's Seed
dynamictreesttf:sortingtreebranch, Sorting Tree
dynamictreesttf:sortingtreeseed, Sorting Seed
dynamictreesttf:rainbowoakbranch, Rainbow Oak Tree
dynamictreesttf:rainbowoakseed, Rainbow Oak Acorn
dynamictreestconstruct:slimebluebranch, Blue Slime Tree
dynamictreestconstruct:slimeblueseed, Blue Slime Seed
dynamictreestconstruct:slimepurplebranch, Purple Slime Tree
dynamictreestconstruct:slimepurpleseed, Purple Slime Seed
dynamictreestconstruct:slimemagmabranch, Magma Slime Tree
dynamictreestconstruct:slimemagmaseed, Magma Slime Seed
endermail:package_controller, Package Controller
endermail:packing_tape, Packing Tape
endermail:stamp, Stamp
endermail:package, Package
endermail:locker, Locker
evilcraft:block_blood:0, Blood
evilcraft:dark_ore:0, Dark Ore
evilcraft:dark_block, Dark Block
evilcraft:blood_stained_block, Blood Stained Block
evilcraft:lightning_bomb:0, Lightning Bomb
evilcraft:blood_infuser, Blood Infuser
evilcraft:bloody_cobblestone, Bloody Cobblestone
evilcraft:nether_monster_block:0, Nether Monster Egg
evilcraft:nether_monster_block:1, Nether Monster Egg
evilcraft:nether_monster_block:2, Nether Monster Egg
evilcraft:hardened_blood, Hardened Blood
evilcraft:obscured_glass, Obscured Glass
evilcraft:blood_chest, Blood Chest
evilcraft:environmental_accumulator, Environmental Accumulator
evilcraft:undead_leaves:0, Undead Leaves
evilcraft:undead_log:0, Undead Log
evilcraft:undead_sapling:0, Undead Sapling
evilcraft:undead_plank, Undead Plank
evilcraft:block_poison:0, Poison
evilcraft:invisible_redstone_block, Invisible Redstone Block
evilcraft:purifier:0, Purifier
evilcraft:dark_brick, Dark Brick
evilcraft:dark_blood_brick:0, Dark Blood Brick
evilcraft:spirit_furnace, Spirit Furnace
evilcraft:dark_tank, Dark Tank
evilcraft:sanguinary_pedestal:0, Sanguinary Pedestal
evilcraft:sanguinary_pedestal:1, Sanguinary Pedestal
evilcraft:spiked_plate:0, Spiked Plate
evilcraft:spirit_reanimator, Spirit Reanimator
evilcraft:entangled_chalice, Entangled Chalice
evilcraft:dark_power_gem_block, Dark Power Gem Block
evilcraft:gem_stone_torch:0, Gemstone Torch
evilcraft:eternal_water_block, Eternal Water Block
evilcraft:blood_waxed_coal_block, Block of Blood-Waxed Coal
evilcraft:spirit_portal, Spirit Portal
evilcraft:colossal_blood_chest, Colossal Blood Chest
evilcraft:reinforced_undead_plank:0, Reinforced Undead Plank
evilcraft:sanguinary_environmental_accumulator:0, Sanguinary Environmental Acc.
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:undead_plank_stairs:0, Undead Plank Stairs
evilcraft:reinforced_undead_plank_stairs:0, Reinforced Undead Plank Stairs
evilcraft:dark_brick_stairs:0, Dark Brick Stairs
evilcraft:dark_blood_brick_stairs:0, Dark Blood Brick Stairs
evilcraft:werewolf_bone, Werewolf Bone
evilcraft:werewolf_flesh:0, Werewolf Flesh
evilcraft:werewolf_flesh:1, Humanoid Flesh
evilcraft:lightning_grenade, Lightning Grenade
evilcraft:redstone_grenade, Redstone Grenade
evilcraft:blood_extractor, Blood Extractor
evilcraft:dark_gem, Dark Gem
evilcraft:dark_stick, Dark Stick
evilcraft:weather_container:0, Weather Container
evilcraft:weather_container:1, Weather Container
evilcraft:weather_container:2, Weather Container
evilcraft:weather_container:3, Weather Container
evilcraft:blood_pearl_of_teleportation, Blood Pearl of Teleportation
evilcraft:broom, Broom
evilcraft:hardened_blood_shard, Hardened Blood Shard
evilcraft:dark_power_gem, Dark Power Gem
evilcraft:blood_infusion_core, Blood Infusion Core
evilcraft:poison_sac, Poison Sac
evilcraft:werewolf_fur, Werewolf Fur
evilcraft:blook, Blook
evilcraft:potentia_sphere, Potentia Sphere
evilcraft:inverted_potentia:0, Inverted Potentia
evilcraft:inverted_potentia:1, Inverted Potentia
evilcraft:mace_of_distortion, Mace of Distortion
evilcraft:kineticator:0, Kineticator
evilcraft:kineticator:0, Kineticator
evilcraft:kineticator:1, Repelling Kineticator
evilcraft:kineticator:1, Repelling Kineticator
evilcraft:vengeance_ring, Vengeance Ring
evilcraft:vengeance_focus:0, Vengeance Focus
evilcraft:vengeance_pickaxe, Vengeance Pickaxe
evilcraft:burning_gem_stone, Burning GemStone
evilcraft:dark_gem_crushed, Crushed Dark Gem
evilcraft:vein_sword, Vein Sword
evilcraft:creative_blood_drop, Creative Blood Drop
evilcraft:dark_spike, Spike
evilcraft:exalted_crafter:0, Exalted Crafter
evilcraft:exalted_crafter:1, Wooden Exalted Crafter
evilcraft:exalted_crafter:2, Exalted Crafter
evilcraft:exalted_crafter:3, Wooden Exalted Crafter
evilcraft:necromancer_staff, Necromancer Staff
evilcraft:invigorating_pendant, Invigorating Pendant
evilcraft:corrupted_tear, Corrupted Tear
evilcraft:promise:0, Promise of Tenacity I
evilcraft:promise:1, Promise of Tenacity II
evilcraft:promise:2, Promise of Tenacity III
evilcraft:promise:3, Promise of Velocity
evilcraft:promise:4, Promise of Productivity
evilcraft:promise_acceptor:0, Iron Promise Acceptor
evilcraft:promise_acceptor:1, Gold Promise Acceptor
evilcraft:promise_acceptor:2, Diamond Promise Acceptor
evilcraft:bowl_of_promises:0, Filled Bowl of Empty Promises
evilcraft:bowl_of_promises:1, Bowl of Empty Promises
evilcraft:bowl_of_promises:2, Bowl of Promises
evilcraft:bowl_of_promises:3, Bowl of Promises
evilcraft:bowl_of_promises:4, Bowl of Promises
evilcraft:bowl_of_promises:5, Bowl of Promises
evilcraft:dull_dust, Dull Dust
evilcraft:blood_waxed_coal, Blood-Waxed Coal
evilcraft:ender_tear, Ender Tear
evilcraft:blood_potash, Blood Potash
evilcraft:bucket_eternal_water, Eternal Water Bucket
evilcraft:blood_orb:0, Empty Orb
evilcraft:blood_orb:1, Blood Orb
evilcraft:sceptre_of_thunder, Sceptre of Thunder
evilcraft:origins_of_darkness, Origins of Darkness
evilcraft:darkened_apple, Darkened Apple
evilcraft:effortless_ring, Effortless Ring
evilcraft:condensed_blood, Condensed Blood
evilcraft:rejuvenated_flesh, Rejuvenated Flesh
evilcraft:primed_pendant, Primed Pendant
evilcraft:golden_string, Golden String
evilcraft:biome_extract:0, Biome Extract Bottle
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:environmental_accumulation_core, Environmental Accumulation Core
evilcraft:mace_of_destruction, Mace of Destruction
evilcraft:garmonbozia, Garmonbozia
evilcraft:poison_bottle, Poison Bottle
evilcraft:broom_part:0, Bare Rod
evilcraft:broom_part:0, Wooden Rod
evilcraft:broom_part:0, Stone Rod
evilcraft:broom_part:0, Bone Rod
evilcraft:broom_part:0, Blaze Rod
evilcraft:broom_part:0, Reed Rod
evilcraft:broom_part:0, Netherrack Rod
evilcraft:broom_part:0, Obsidian Rod
evilcraft:broom_part:0, Undead Rod
evilcraft:broom_part:0, Prismarine Rod
evilcraft:broom_part:0, Ice Rod
evilcraft:broom_part:0, Sponge Rod
evilcraft:broom_part:0, End Stone Rod
evilcraft:broom_part:0, Purpur Rod
evilcraft:broom_part:0, Bare Brush
evilcraft:broom_part:0, Wheat Brush
evilcraft:broom_part:0, Wool Brush
evilcraft:broom_part:0, Feather Brush
evilcraft:broom_part:0, Twig Brush
evilcraft:broom_part:0, Leaves Brush
evilcraft:broom_part:0, Bare Cap
evilcraft:broom_part:0, Dark Gem Cap
evilcraft:broom_part:0, Diamond Gem Cap
evilcraft:broom_part:0, Emerald Gem Cap
evilcraft:broom_part:0, Quartz Gem Cap
evilcraft:broom_part:0, Dark Power Gem Cap
evilcraft:broom_part:0, Skeleton Skull Cap
evilcraft:broom_part:0, Wither Skeleton Skull Cap
evilcraft:broom_part:0, Zombie Skull Cap
evilcraft:broom_part:0, Player Skull Cap
evilcraft:broom_part:0, Creeper Skull Cap
evilcraft:broom_part:0, Wither Skull Cap
evilcraft:broom_part:0, Iron Metal Cap
evilcraft:broom_part:0, Gold Metal Cap
evilcraft:broom_part:0, Copper Metal Cap
evilcraft:broom_part:0, Silver Metal Cap
evilcraft:broom_part:0, Aluminum Brass Metal Cap
evilcraft:broom_part:0, Ardite Metal Cap
evilcraft:broom_part:0, Cobalt Metal Cap
evilcraft:broom_part:0, Manyullyn Metal Cap
evilcraft:broom_part:0, Slime Cap
evilcraft:vengeance_essence:0, Vengeance Essence
evilcraft:vengeance_essence:1, Materialized Vengeance Essence
evilcraft:piercing_vengeance_focus:0, Piercing Vengeance Focus
evilcraft:spikey_claws, Spikey Claws
evilcraft:spectral_glasses, Spectral Glasses
evilcraft:box_of_eternal_closure:0, Box of Eternal Closure
evilcraft:box_of_eternal_closure:0, Box of Eternal Closure
evilcraft:bound_blood_drop, Bound Blood Drop
extendedcrafting:storage:0, Block of Black Iron
extendedcrafting:storage:1, Block of Luminessence
extendedcrafting:storage:2, Block of Nether Stars
extendedcrafting:storage:3, Block of Crystaltine
extendedcrafting:storage:4, Block of The Ultimate
extendedcrafting:storage:5, Block of Ender
extendedcrafting:storage:6, Block of Ender Stars
extendedcrafting:storage:7, Block of Enhanced Ender
extendedcrafting:frame, Black Iron Frame
extendedcrafting:lamp:0, Black Iron Lamp
extendedcrafting:lamp:1, Black Iron Lamp
extendedcrafting:trimmed:0, Block of Black Iron
extendedcrafting:trimmed:1, Block of Black Iron
extendedcrafting:trimmed:2, Block of Black Iron
extendedcrafting:trimmed:3, Block of Black Iron
extendedcrafting:trimmed:4, Block of Black Iron
extendedcrafting:trimmed:5, Block of Black Iron
extendedcrafting:crafting_table, Crafting Table
extendedcrafting:pedestal, Pedestal
extendedcrafting:crafting_core, Crafting Core
extendedcrafting:interface, Automation Interface
extendedcrafting:table_basic, Basic Crafting Table
extendedcrafting:table_advanced, Advanced Crafting Table
extendedcrafting:table_elite, Elite Crafting Table
extendedcrafting:table_ultimate, Ultimate Crafting Table
extendedcrafting:compressor, Quantum Compressor
extendedcrafting:ender_alternator, Ender Alternator
extendedcrafting:ender_crafter, Ender Crafter
extendedcrafting:guide, Extended Crafting Guide
extendedcrafting:material:0, Black Iron Ingot
extendedcrafting:material:1, Black Iron Nugget
extendedcrafting:material:2, Black Iron Slate
extendedcrafting:material:3, Black Iron Rod
extendedcrafting:material:7, Luminessence
extendedcrafting:material:8, Basic Catalyst
extendedcrafting:material:9, Advanced Catalyst
extendedcrafting:material:10, Elite Catalyst
extendedcrafting:material:11, Ultimate Catalyst
extendedcrafting:material:12, Crystaltine Catalyst
extendedcrafting:material:13, The Ultimate Catalyst
extendedcrafting:material:14, Basic Component
extendedcrafting:material:15, Advanced Component
extendedcrafting:material:16, Elite Component
extendedcrafting:material:17, Ultimate Component
extendedcrafting:material:18, Crystaltine Component
extendedcrafting:material:19, The Ultimate Component
extendedcrafting:material:24, Crystaltine Ingot
extendedcrafting:material:25, Crystaltine Nugget
extendedcrafting:material:32, The Ultimate Ingot
extendedcrafting:material:33, The Ultimate Nugget
extendedcrafting:material:36, Ender Ingot
